eng_clean,urdu_clean
for if ye love them which love you what reward have ye do not even the publicans the same,کیونکہ اگر تم اپنے محبّت رکھنے والوں ہی سے محبّت رکھّو تو تمہارے لئے کیا اجر ہے کیا محصول لینے والے بھی ایسا نہیں کرتے
and if ye salute your brethren only what do ye more than others do not even the publicans so,اور اگر تم فقط اپنے بھائیوں ہی کو سلام کرو تو کیا زیادہ کرتے ہو کیا غیرقوموں کے لوگ بھی ایسا نہیں کرتے
be ye therefore perfect even as your father which is in heaven is perfect,پس چاہیئے کہ تم کامل ہو جیسا تمہارا آسمانی باپ کامل ہے .
take heed that ye do not your alms before men to be seen of them otherwise ye have no reward of your father which is in heaven,خبردار اپنے راستبازی کے کام آدمیوں کے سامنے دکھانے کے لئے نہ کرو . نہیں تو تمہارے باپ کے پاس جو آسمان پر ہے تمہارے لئے کچھ اجر نہیں ہے .
therefore when thou doest thine alms do not sound a trumpet before thee as the hypocrites do in the synagogues and in the streets that they may have glory of men verily i say unto you they have their reward,پس جب تو خیرات کرے تو اپنے آگے نرسنگا نہ بجوا جیسا ریاکار عبادت خانوں اور کوچوں میں کرتے ہیں تاکہ لوگ ان کی بڑائی کریں . میں تم سے سچ کہتا ہوں کہ وہ اپنا اجر پا چکے .
but when thou doest alms let not thy left hand know what thy right hand doeth,بلکہ جب تو خیرات کرے تو جو تیرا دہنا ہاتھ کرتا ہے اسے تیرا بایاں ہاتھ نہ جانے .
that thine alms may be in secret and thy father which seeth in secret himself shall reward thee openly,تاکہ تیری خیرات پوشیدہ رہے . اس صورت میں تیرا باپ جو پوشیدگی میں دیکھتا ہے تجھے بدلہ دے گا .
but thou when thou prayest enter into thy closet and when thou hast shut thy door pray to thy father which is in secret and thy father which seeth in secret shall reward thee openly,بلکہ جب تو دعا کرے تو اپنی کوٹھری میں جا اور دروازہ بند کرکے اپنے باپ سے جو پوشیدگی میں ہے دعا کر . اس صورت میں تیرا باپ جو پوشیدگی میں دیکھتا ہے تجھے بدلہ دے گا .
but when ye pray use not vain repetitions as the heathen do for they think that they shall be heard for their much speaking,اور دعا کرتے وقت غیرقوموں کے لوگوں کی طرح بک بک نہ کرو کیونکہ وہ سمجھتے ہیں کہ ہمارے بہت بولنے کے سبب سے ہماری سنی جائے گی .
be not ye therefore like unto them for your father knoweth what things ye have need of before ye ask him,پس ان کی مانند نہ بنو کیونکہ تمہارا باپ تمہارے مانگنے سے پہلے ہی جانتا ہے کہ تم کن کن چیزوں کے محتاج ہو .
after this manner therefore pray ye our father which art in heaven hallowed be thy name,پس تم اس طرح دعا کیا کرو کہ اے ہمارے باپ تو جو آسمان پر ہے . تیرا نام پاک مانا جائے .
thy kingdom come thy will be done in earth as it is in heaven,تیری بادشاہی آئے . تیری مرضی جیسی آسمان پر پوری ہوتی ہے زمین پر بھی ہو .
give us this day our daily bread,ہمارے روز کی روٹی آج ہمیں دے .
and forgive us our debts as we forgive our debtors,اور جس طرح ہم نے اپنے قرضداروں کو معاف کیا ہے تو بھی ہمارے قرض ہمیں معاف کر .
and lead us not into temptation but deliver us from evil for thine is the kingdom and the power and the glory for ever amen,اور ہمیں آزمایش میں نہ لا بلکہ برائی سے بچا
for if ye forgive men their trespasses your heavenly father will also forgive you,اس لئے کہ اگر تم آدمیوں کے قصور معاف کرو گے تو تمہارا آسمانی باپ بھی تم کو معاف کرے گا .
but if ye forgive not men their trespasses neither will your father forgive your trespasses,اور اگر تم آدمیوں کے قصور معاف نہ کرو گے تو تمہارا باپ بھی تمہارے قصور معاف نہ کرے گا .
moreover when ye fast be not as the hypocrites of a sad countenance for they disfigure their faces that they may appear unto men to fast verily i say unto you they have their reward,اور جب تم روزہ رکھّو تو ریاکاروں کی طرح اپنی صورت اداس نہ بناو کیونکہ وہ اپنا منہ بگاڑتے ہیں تاکہ لوگ ان کو روزہ دار جانیں . میں تم سے سچ کہتا ہوں کہ وہ اپنا اجر پا چکے .
but thou when thou fastest anoint thine head and wash thy face,بلکہ جب تو روزہ رکھّے تو اپنے سر میں تیل ڈال اور منہ دھو .
that thou appear not unto men to fast but unto thy father which is in secret and thy father which seeth in secret shall reward thee openly,تاکہ آدمی نہیں بلکہ تیرا باپ جو پوشیدگی میں ہے تجھے روزہ دار جانے . اس صورت میں تیرا باپ جو پوشیدگی میں دیکھتا ہے تجھے بدلہ دے گا .
lay not up for yourselves treasures upon earth where moth and rust doth corrupt and where thieves break through and steal,اپنے واسطے زمین پر مال جمع نہ کرو جہاں کیڑا اور زنگ خراب کرتا ہے اور جہاں چور نقب لگاتے اور چراتے ہیں .
but lay up for yourselves treasures in heaven where neither moth nor rust doth corrupt and where thieves do not break through nor steal,بلکہ اپنے لئے آسمان پر مال جمع کرو جہاں نہ کیڑا خراب کرتا ہے نہ زنگ اور نہ وہاں چور نقب لگاتے اور چراتے ہیں .
for where your treasure is there will your heart be also,کیونکہ جہاں تیرا مال ہے وہیں تیرا دل بھی لگا رہے گا .
the light of the body is the eye if therefore thine eye be single thy whole body shall be full of light,بدن کا چراغ آنکھ ہے . پس اگر تیری آنکھ درست ہو تو تیرا سارا بدن روشن ہوگا .
but if thine eye be evil thy whole body shall be full of darkness if therefore the light that is in thee be darkness how great is that darkness,اور اگر تیری آنکھ خراب ہو تو تیرا سارا بدن تاریک ہو گا . پس اگر وہ روشنی جو تجھ میں ہے تاریکی ہو تو تاریکی کیسی بڑی ہوگی .
no man can serve two masters for either he will hate the one and love the other or else he will hold to the one and despise the other ye cannot serve god and mammon,کوئی آدمی دو مالکوں کی خدمت نہیں کرسکتا کیونکہ یا تو ایک سے عداوت رکھّیگا اور دوسرے سے محبّت . یا ایک سے ملا رہے گا اور دوسرے کو ناچیز جانیگا . تم خدا اور دولت دونوں کی خدمت نہیں کرسکتے .
behold the fowls of the air for they sow not neither do they reap nor gather into barns yet your heavenly father feedeth them are ye not much better than they,ہوا کے پرندوں کو دیکھو نہ بوتے ہیں نہ کاٹتے . نہ کوٹھیوں میں جمع کرتے ہیں تو بھی تمہارا آسمانی باپ ان کو کھلاتا ہے . کیا تم ان سے زیادہ قدر نہیں رکھتے
which of you by taking thought can add one cubit unto his stature,تم میں ایسا کون ہے جو فکر کر کے اپنی عمر میں ایک گھڑی بھی بڑھا سکے
and why take ye thought for raiment consider the lilies of the field how they grow they toil not neither do they spin,اور پوشاک کے لئے کیوں فکر کرتے ہو جنگلی سوسن کے درختوں کو غور سے دیکھو کہ وہ کس طرح بڑھتے ہیں . وہ نہ محنت کرتے نہ کاتتے ہیں .
and yet i say unto you that even solomon in all his glory was not arrayed like one of these,تو بھی میں تم سے کہتا ہوں کہ سلیمان بھی باوجود اپنی ساری شان وشوکت کے ان میں سے کسی کی مانند ملبّس نہ تھا .
wherefore if god so clothe the grass of the field which to day is and to morrow is cast into the oven shall he not much more clothe you o ye of little faith,پس جب خدا میدان کی گھاس کو جو آج ہے اور کل تنور میں جھونکی جائے گی ایسی پوشاک پہناتا ہے تو اے کم اعتقادو تم کو کیوں نہ پہنائے گا
